country,country_name,gdp_growth_position_eu_long_avg,gdp_growth_change_2014_2025,gdp_growth_covid_shock_vs_pre,gdp_growth_transition_shift_vs_pre,gdp_growth_peak_year,gdp_growth_trough_year,inflation_position_eu_long_avg,inflation_change_2014_2025,inflation_covid_shock_vs_pre,inflation_transition_shift_vs_pre,inflation_peak_year,inflation_trough_year,unemployment_position_eu_long_avg,unemployment_change_2014_2025,unemployment_covid_shock_vs_pre,unemployment_transition_shift_vs_pre,unemployment_peak_year,unemployment_trough_year,gini_position_eu_long_avg,gini_change_2014_2025,gini_covid_shock_vs_pre,gini_transition_shift_vs_pre,gini_peak_year,gini_trough_year,education_position_eu_long_avg,education_change_2014_2025,education_covid_shock_vs_pre,education_transition_shift_vs_pre,education_peak_year,education_trough_year,rnd_position_eu_long_avg,rnd_change_2014_2025,rnd_covid_shock_vs_pre,rnd_transition_shift_vs_pre,rnd_peak_year,rnd_trough_year,ict_specialists_position_eu_long_avg,ict_specialists_change_2014_2025,ict_specialists_covid_shock_vs_pre,ict_specialists_transition_shift_vs_pre,ict_specialists_peak_year,ict_specialists_trough_year,renewables_position_eu_long_avg,renewables_change_2014_2025,renewables_covid_shock_vs_pre,renewables_transition_shift_vs_pre,renewables_peak_year,renewables_trough_year,emissions_position_eu_long_avg,emissions_change_2014_2025,emissions_covid_shock_vs_pre,emissions_transition_shift_vs_pre,emissions_peak_year,emissions_trough_year,debt_position_eu_long_avg,debt_change_2014_2025,debt_covid_shock_vs_pre,debt_transition_shift_vs_pre,debt_peak_year,debt_trough_year,defense_spending_position_eu_long_avg,defense_spending_change_2014_2025,defense_spending_covid_shock_vs_pre,defense_spending_transition_shift_vs_pre,defense_spending_peak_year,defense_spending_trough_year,economic_affairs_spending_position_eu_long_avg,economic_affairs_spending_change_2014_2025,economic_affairs_spending_covid_shock_vs_pre,economic_affairs_spending_transition_shift_vs_pre,economic_affairs_spending_peak_year,economic_affairs_spending_trough_year,fuel_energy_spending_position_eu_long_avg,fuel_energy_spending_change_2014_2025,fuel_energy_spending_covid_shock_vs_pre,fuel_energy_spending_transition_shift_vs_pre,fuel_energy_spending_peak_year,fuel_energy_spending_trough_year,communication_spending_position_eu_long_avg,communication_spending_change_2014_2025,communication_spending_covid_shock_vs_pre,communication_spending_transition_shift_vs_pre,communication_spending_peak_year,communication_spending_trough_year,environment_spending_position_eu_long_avg,environment_spending_change_2014_2025,environment_spending_covid_shock_vs_pre,environment_spending_transition_shift_vs_pre,environment_spending_peak_year,environment_spending_trough_year,health_spending_position_eu_long_avg,health_spending_change_2014_2025,health_spending_covid_shock_vs_pre,health_spending_transition_shift_vs_pre,health_spending_peak_year,health_spending_trough_year,education_spending_position_eu_long_avg,education_spending_change_2014_2025,education_spending_covid_shock_vs_pre,education_spending_transition_shift_vs_pre,education_spending_peak_year,education_spending_trough_year,social_protection_spending_position_eu_long_avg,social_protection_spending_change_2014_2025,social_protection_spending_covid_shock_vs_pre,social_protection_spending_transition_shift_vs_pre,social_protection_spending_peak_year,social_protection_spending_trough_year,total_gov_expenditure_position_eu_long_avg,total_gov_expenditure_change_2014_2025,total_gov_expenditure_covid_shock_vs_pre,total_gov_expenditure_transition_shift_vs_pre,total_gov_expenditure_peak_year,total_gov_expenditure_trough_year,is_core_archetype,is_secondary_archetype,is_archetype_or_reference,archetype_label,archetype_type,has_cluster_assignment
DE,Germany,-0.4479939089219098,-2.0,2.0666666666666664,-1.6833333333333331,2021,2020,-0.058644691896005095,1.4999999999999998,2.05,3.7249999999999996,2022,2016,-0.9518102589069195,-0.9000000000000004,-0.16666666666666607,-0.4166666666666665,2014,2019,0.09032516579381615,-0.5999999999999979,0.81666666666667,-0.5333333333333314,2021,2022,0.25735069872920907,-0.5999999999999943,-1.1499999999999915,-2.049999999999997,2019,2023,1.5104148761520302,0.31000000000000005,0.12500000000000044,0.1525000000000003,2023,2014,-0.009274278808831388,1.9,1.0166666666666675,1.3416666666666668,2025,2014,-0.43481295768655653,8.093,3.6018333333333317,6.228083333333334,2024,2014,0.5253197518527433,-3.3,-1.5999999999999996,-2.4499999999999993,2014,2024,-0.07964955801942623,-11.0,1.75,-3.1499999999999986,2014,2019,-0.28524042884211953,0.4999999999999999,0.10000000000000009,0.2999999999999998,2024,2014,-0.2800970499918275,1.0,2.05,1.0999999999999988,2021,2014,0.4760405731977417,-0.10000000000000009,0.2333333333333334,0.05833333333333335,2023,2021,-0.6786395083752037,0.0,0.0,0.0,2014,2014,-0.6777150581820779,0.0,0.0,0.0,2014,2015,0.6828531407222523,0.5999999999999996,1.4499999999999993,0.6749999999999989,2021,2014,-0.6189222580317743,0.2999999999999998,0.31666666666666643,0.2916666666666661,2020,2016,0.66428824700842,2.0,2.5166666666666657,1.1416666666666657,2020,2014,0.2552920202487273,4.899999999999999,6.366666666666674,4.141666666666673,2020,2014,False,False,False,Other EU country,other,False
EL,Greece,-0.3010995114613671,1.3,7.616666666666666,1.8666666666666665,2021,2020,-0.33380987734707807,4.3,0.6166666666666666,4.866666666666666,2022,2014,2.6229020284898437,-17.700000000000003,-4.883333333333333,-11.833333333333334,2014,2025,0.7324449581937879,-2.8999999999999986,-1.3833333333333329,-1.6333333333333329,2014,2019,-0.3667687430468764,11.099999999999994,5.849999999999994,7.5249999999999915,2024,2014,-0.440932649149242,0.6900000000000001,0.385,0.43999999999999995,2024,2014,-1.5572357236283796,0.8,0.31666666666666665,0.5916666666666666,2022,2015,-0.26682049936976293,9.681000000000001,4.9254999999999995,7.717500000000001,2024,2016,-0.04944185899790515,-2.0999999999999996,-1.450000000000001,-1.6250000000000018,2014,2023,2.9098286517438563,-36.599999999999994,26.116666666666674,-22.683333333333337,2020,2025,1.8025966059681515,-0.5,0.3500000000000001,-0.04999999999999982,2014,2019,0.5188058126225803,1.7000000000000002,6.383333333333334,2.4833333333333334,2021,2017,0.7762797333791872,0.7999999999999999,0.75,1.8249999999999997,2022,2015,-0.21279374415154698,0.0,0.1,0.025,2020,2014,1.349423779068599,-0.6,-0.6000000000000001,-0.5250000000000002,2014,2021,-0.524567657904818,0.9000000000000004,1.2999999999999998,0.5750000000000002,2020,2014,-0.8903683651076385,-0.3999999999999999,0.13333333333333375,-0.06666666666666643,2020,2017,0.6859640994981479,-2.8000000000000007,2.133333333333333,-1.9666666666666686,2020,2024,0.8395515097205446,-3.299999999999997,9.049999999999997,-0.4749999999999943,2020,2019,False,False,False,Other EU country,other,False
HU,Hungary,0.04088900762645892,-3.8,3.0,-3.05,2021,2020,0.6220270826408595,4.4,3.666666666666667,8.566666666666666,2023,2014,-0.7050564095367946,-3.0999999999999996,-0.9000000000000012,-0.8500000000000005,2014,2019,-0.39232779074523577,0.8999999999999986,-0.3000000000000007,0.15000000000000213,2025,2019,0.34141949615732026,4.200000000000003,1.7833333333333314,3.0833333333333286,2024,2014,-0.31949886346749706,-0.030000000000000027,0.2500000000000002,-0.007499999999999618,2021,2016,-0.36211843167211066,1.0999999999999996,0.2833333333333332,0.8083333333333336,2025,2019,-0.7067798387148417,3.645999999999999,0.28733333333333455,3.4885833333333327,2024,2018,-0.6798255612211968,-0.40000000000000036,0.04999999999999982,-0.7249999999999996,2017,2024,0.13353993720360455,-1.9000000000000057,6.6000000000000085,1.7750000000000057,2020,2019,-0.146973075543426,1.4,0.2500000000000001,0.9500000000000001,2024,2014,1.7588206852694832,-0.7999999999999998,1.6833333333333336,0.7333333333333325,2022,2016,0.633308704721356,1.1,0.43333333333333335,1.7333333333333334,2022,2018,-0.3680756655594326,0.1,0.0,0.05,2024,2014,-0.19120173724191547,-0.7999999999999999,-0.06666666666666654,-0.31666666666666654,2014,2024,-1.013151888046935,-0.09999999999999964,1.5666666666666664,0.06666666666666643,2020,2019,-0.10147811641840794,-0.2999999999999998,-0.36666666666666625,-0.3416666666666668,2014,2022,-0.8234634466047028,-3.0,-0.4999999999999982,-1.3999999999999986,2014,2023,0.3872956377128903,-2.8999999999999986,3.43333333333333,0.6083333333333272,2020,2019,False,False,False,Other EU country,other,False
IE,Ireland,1.6177085553669723,2.9000000000000004,6.633333333333333,-4.691666666666668,2015,2023,-0.28553528340829326,1.8,2.0666666666666664,3.8416666666666672,2022,2020,-0.21369439644324204,-7.2,-1.75,-3.5,2014,2023,-0.33491972983530444,-3.8000000000000007,-2.533333333333335,-2.6583333333333385,2014,2024,0.32588504445864724,8.099999999999994,3.816666666666663,5.641666666666666,2025,2014,-0.45868066397965096,-0.10000000000000009,-0.09499999999999997,0.25750000000000006,2023,2018,0.7419423047065372,1.4000000000000004,1.166666666666667,1.416666666666667,2021,2015,-0.9044541845962337,7.548,4.514333333333333,5.058833333333332,2020,2014,1.3472906576929178,-2.5,-1.049999999999999,-2.2249999999999996,2016,2024,-0.2772665695378942,-68.5,-14.833333333333336,-32.733333333333334,2014,2025,-1.7785278444680088,-0.30000000000000004,-0.06666666666666665,-0.11666666666666667,2014,2024,-1.8239890851055607,-0.8999999999999999,0.8833333333333329,-0.4416666666666673,2020,2023,-0.8106986847227389,-0.19999999999999998,-0.09999999999999998,-0.09999999999999998,2014,2021,-0.6786395083752037,0.0,0.0,0.0,2014,2014,-1.2182854147822586,-0.19999999999999996,-0.11666666666666659,-0.041666666666666574,2014,2019,-0.839058656616985,-1.1999999999999993,0.38333333333333197,0.00833333333333286,2014,2022,-1.9761527934110956,-1.5,-0.49999999999999956,-0.649999999999999,2014,2022,-1.842228513621901,-5.500000000000001,-0.3333333333333339,-2.283333333333333,2014,2022,-2.748651170218357,-14.200000000000003,-0.9833333333333343,-5.758333333333336,2014,2022,False,False,False,Other EU country,other,False
IT,Italy,-0.43651778412030495,0.5,8.083333333333334,0.9333333333333332,2021,2020,-0.2372606894695085,1.4000000000000001,1.4166666666666665,3.7416666666666667,2022,2020,0.601666149301518,-6.800000000000001,-1.8999999999999986,-4.299999999999999,2014,2025,0.7218138358030601,-1.3999999999999986,-0.10000000000000142,-0.9500000000000028,2018,2025,-1.8005072557067272,6.700000000000003,1.749999999999993,4.399999999999999,2025,2014,-0.32510349972973146,0.04999999999999982,0.07833333333333314,-0.0016666666666669272,2020,2014,-0.5271584386565479,0.5,0.28333333333333366,0.5333333333333337,2023,2014,-0.4142639586033732,2.303000000000001,1.9124999999999979,1.4827499999999993,2020,2014,-0.48205812522957586,-0.8999999999999995,-0.5166666666666666,-0.6916666666666664,2015,2024,1.815587508052806,2.299999999999983,20.133333333333326,1.7583333333333258,2020,2017,-0.022532457574601993,0.10000000000000009,0.1499999999999999,0.0,2020,2014,-0.2702945608799943,0.5999999999999996,2.3000000000000007,1.2250000000000005,2021,2016,0.3616637502714768,-0.4,-0.03333333333333344,-0.28333333333333344,2014,2023,1.184743548519423,0.0,1.3877787807814457e-17,1.3877787807814457e-17,2014,2014,0.5115397263383192,0.0,0.09999999999999998,0.0,2020,2014,0.27850757094946593,-0.40000000000000036,0.966666666666665,-0.18333333333333446,2020,2023,-0.9242991284921219,-0.09999999999999964,0.25,-0.02499999999999991,2020,2016,1.107657957025576,0.3000000000000007,4.133333333333336,0.3833333333333364,2020,2017,0.849882227609044,-0.30000000000000426,7.56666666666667,3.0916666666666757,2020,2018,False,False,False,Other EU country,other,False
LV,Latvia,-0.17256691368339225,0.0,4.083333333333334,-2.0416666666666665,2021,2020,0.27686373597854874,3.0999999999999996,1.666666666666667,6.316666666666666,2022,2016,0.17682039125556395,-4.0,-0.7166666666666668,-2.0166666666666657,2014,2019,1.3469238323778672,0.10000000000000142,-0.01666666666666572,-0.5916666666666686,2021,2023,0.8293840377509211,0.0,0.9333333333333229,-0.5416666666666714,2021,2024,-1.0742565467817276,0.21000000000000008,0.15666666666666662,0.25916666666666655,2024,2016,-0.6295970636813707,2.0,0.9833333333333334,1.833333333333334,2024,2014,1.432058880454127,6.905999999999999,3.2451666666666625,5.649666666666661,2024,2016,-0.9888371799581043,-0.09999999999999964,0.033333333333333215,-0.2666666666666666,2018,2024,-0.6814931535873242,3.799999999999997,5.966666666666669,5.541666666666671,2025,2019,1.3186608694227244,1.8000000000000003,0.8999999999999997,0.9999999999999998,2024,2014,0.6707443938559953,-0.20000000000000018,2.200000000000002,0.9250000000000016,2021,2019,0.8334681448423197,-0.7,-0.3833333333333333,0.016666666666666607,2022,2021,-0.5233575869673182,0.0,0.05,0.0,2021,2014,-0.5696009868620419,-0.19999999999999996,-0.03333333333333344,-0.13333333333333341,2014,2022,-1.1816292087855957,1.5000000000000004,2.5500000000000003,1.4999999999999996,2021,2017,1.052167838654015,0.0,-0.01666666666666572,0.0333333333333341,2014,2016,-0.9062257924745721,2.299999999999999,1.8333333333333357,1.858333333333336,2024,2014,-0.397838921813088,5.200000000000003,6.633333333333333,4.833333333333329,2021,2016,False,False,False,Other EU country,other,False
LT,Lithuania,0.1854881801266807,-0.8999999999999999,2.483333333333334,-1.6416666666666666,2021,2020,0.33237951900815116,3.1999999999999997,3.166666666666666,6.541666666666665,2022,2015,0.0480792524537598,-3.799999999999999,0.6166666666666671,-1.1583333333333332,2014,2022,1.6445952593182518,0.5,-1.3833333333333329,-0.9583333333333357,2015,2014,1.213176373835776,3.6000000000000085,1.683333333333323,1.183333333333323,2025,2014,-0.7491876435721333,0.010000000000000009,0.15500000000000003,0.08999999999999986,2020,2016,-0.6125239595105669,4.0,1.0833333333333335,2.608333333333334,2025,2014,0.3703605944896553,11.816000000000003,2.2768333333333324,7.89233333333333,2024,2014,-0.5191395194780047,-0.2999999999999998,0.08333333333333393,-0.5416666666666661,2017,2023,-0.7657161640458056,-1.2000000000000028,7.416666666666664,-0.25833333333333286,2020,2018,0.8485518682071665,1.6,0.8499999999999996,0.8249999999999997,2024,2014,-1.132913602721318,-0.3999999999999999,2.4166666666666665,0.04166666666666652,2020,2018,-0.3245971872861129,-0.3,-0.08333333333333331,0.19166666666666676,2022,2021,0.563615862887881,-0.2,0.016666666666666677,-0.05833333333333333,2014,2016,-0.7588006116721052,-0.09999999999999998,-0.033333333333333326,-0.008333333333333304,2014,2016,-0.8896018528385833,1.2999999999999998,1.1833333333333336,0.7833333333333332,2020,2014,0.008796864581161764,0.40000000000000036,0.13333333333333375,0.4833333333333334,2024,2017,-0.7682885493581236,2.0999999999999996,3.1833333333333353,1.608333333333336,2020,2015,-1.2036349171160656,4.399999999999999,7.883333333333333,3.7083333333333357,2020,2017,False,False,False,Other EU country,other,False
LU,Luxembourg,-0.20699528808820697,-2.0,4.316666666666666,-2.5833333333333335,2021,2022,-0.15519387977357466,1.8,2.4,2.8749999999999996,2022,2016,-0.36818376300540706,0.5999999999999996,0.8666666666666663,-0.25833333333333286,2020,2022,0.107334961618981,1.8000000000000007,0.46666666666666146,0.14166666666666572,2019,2015,-0.34940670879541863,2.8000000000000114,1.8833333333333258,4.833333333333343,2025,2017,-0.614676373278508,-0.22999999999999998,-0.1566666666666665,-0.19416666666666638,2016,2024,1.4134844020914883,3.5999999999999996,1.1000000000000005,2.7,2025,2015,-1.115375271832695,10.271,5.538666666666667,8.35316666666667,2024,2014,2.6760406182616205,-8.4,-3.2666666666666657,-6.316666666666665,2014,2024,-1.1918758237354647,4.600000000000001,3.2333333333333307,4.333333333333329,2025,2016,-1.3360723139121895,0.7,0.36666666666666664,0.34166666666666673,2025,2014,-0.0546398004196633,0.9000000000000004,0.5833333333333339,0.6333333333333337,2023,2014,-0.7535102732596067,0.1,1.3877787807814457e-17,0.22500000000000003,2023,2014,0.7188977842957663,0.0,0.049999999999999996,0.049999999999999996,2014,2016,0.5655967619983375,0.3999999999999999,0.13333333333333341,0.28333333333333355,2025,2016,-0.8053631924692529,0.7000000000000002,0.7833333333333332,0.5333333333333332,2020,2016,-0.22023578826409862,0.6000000000000005,0.25,0.40000000000000036,2025,2016,0.447529722111144,3.1999999999999993,2.933333333333337,2.2083333333333357,2025,2016,-0.22680814788125958,8.5,5.7166666666666615,5.36666666666666,2025,2016,False,False,False,Other EU country,other,False
MT,Malta,1.1012829392947519,-3.5999999999999996,5.8,-1.7500000000000009,2021,2020,-0.16967625795521002,1.5999999999999999,-0.43333333333333335,2.8916666666666666,2022,2021,-0.8080493205782381,-2.6,0.2500000000000009,-1.3249999999999997,2014,2025,-0.0053549357227359595,1.5,2.5333333333333314,2.93333333333333,2023,2014,-1.6945074676451952,21.39999999999999,9.549999999999997,15.099999999999994,2024,2014,-1.2293181500368793,-0.14,0.008333333333333304,-0.03166666666666662,2015,2017,0.05901813787438382,1.1999999999999997,0.4333333333333327,0.7833333333333332,2024,2014,-1.0601321046721843,12.466000000000001,5.1001666666666665,9.401916666666667,2024,2014,-1.3967325166908227,-2.7,-0.6833333333333327,-0.7083333333333321,2014,2024,-0.5244523320032808,-14.300000000000004,0.5333333333333385,-1.7916666666666643,2014,2019,-1.1978049606134962,-0.19999999999999996,-0.15000000000000002,-0.17500000000000004,2015,2023,0.5776207472935796,2.3999999999999995,4.533333333333333,2.758333333333333,2020,2017,0.7476855276476209,1.4,0.5,1.475,2022,2014,-0.5233575869673182,-0.1,-0.016666666666666666,-0.016666666666666666,2014,2015,1.4305093325586264,-0.19999999999999996,0.050000000000000044,-0.02499999999999991,2015,2017,-0.766051817630232,-0.5,1.4333333333333327,-0.04166666666666696,2020,2017,-0.38140691434039303,-0.20000000000000018,0.20000000000000018,-0.04999999999999982,2014,2017,-1.4855622135636555,-2.799999999999999,0.11666666666666714,-1.2083333333333321,2014,2023,-1.1267284617239015,-2.3000000000000043,6.266666666666666,1.3416666666666615,2020,2017,False,False,False,Other EU country,other,False
NL,Netherlands,-0.1771573636040342,0.19999999999999996,4.05,-0.42500000000000004,2021,2020,-0.010370097957220409,2.7,1.7666666666666664,4.441666666666666,2022,2016,-0.5419843003878426,-4.5,-1.5166666666666666,-2.7416666666666667,2014,2022,-0.7516597275518428,-0.3000000000000007,0.4499999999999922,-0.7000000000000064,2020,2024,-0.2653379113673075,5.799999999999997,3.4000000000000057,3.875,2022,2014,0.5763088324462992,0.14000000000000012,0.1166666666666667,0.13666666666666671,2023,2018,1.0720223186754116,2.4000000000000004,1.1500000000000012,1.9250000000000007,2022,2014,-0.9693368723654565,14.765,6.931,11.682750000000002,2024,2014,0.6489243993475062,-3.3999999999999995,-1.583333333333334,-3.0583333333333353,2015,2024,-0.41369030002012175,-22.800000000000004,-4.466666666666669,-12.266666666666666,2014,2024,-0.03635919290447126,0.5,0.18333333333333335,0.3583333333333334,2024,2014,-0.42223314211340934,-0.39999999999999947,2.2666666666666666,0.5666666666666673,2020,2019,0.4045550588688261,-0.20000000000000007,0.09999999999999998,0.42499999999999993,2022,2019,-0.6786395083752037,0.0,0.0,0.0,2014,2014,2.16027931396887,0.20000000000000018,0.10000000000000009,0.17500000000000004,2024,2015,0.6547735872658088,-0.6000000000000005,0.9333333333333336,-0.1416666666666666,2021,2016,0.1360372272729732,-0.20000000000000018,-0.05000000000000071,-0.05000000000000071,2014,2019,-0.04116222492998779,-0.7999999999999972,0.5500000000000007,-0.4250000000000007,2014,2022,-0.12005739636676253,-2.3000000000000043,3.93333333333333,0.15833333333333144,2020,2019,False,False,False,Other EU country,other,False
PL,Poland,0.31172555294433457,-0.2999999999999998,2.3500000000000005,-1.475,2021,2020,0.279277465675488,3.1999999999999997,4.5,7.05,2022,2015,-0.7265132660037622,-6.1,-2.4999999999999996,-2.9749999999999996,2014,2023,-0.44123095374258453,-5.900000000000002,-2.450000000000003,-3.4000000000000057,2014,2025,1.0486939440851237,3.4000000000000057,1.4166666666666572,2.166666666666657,2024,2014,-0.4764286788100598,0.45999999999999996,0.32166666666666655,0.3816666666666666,2023,2014,-0.675125341470181,1.9,0.7833333333333337,1.4333333333333336,2024,2014,-0.7215734968319265,6.164999999999999,3.1439999999999984,4.499749999999997,2024,2017,0.7354476525938406,-0.6999999999999993,0.03333333333333499,-0.716666666666665,2021,2024,-0.4378166832243742,8.600000000000001,6.583333333333329,3.18333333333333,2025,2019,0.972992486175991,1.4,0.1166666666666667,0.841666666666667,2024,2014,0.131607492705168,0.7999999999999998,3.9333333333333345,1.5833333333333348,2020,2016,-0.024358027104667484,0.8,0.11666666666666664,0.9416666666666667,2023,2014,-0.6786395083752037,0.0,0.0,0.0,2014,2014,-0.596629504692051,0.09999999999999998,0.09999999999999998,0.17499999999999993,2023,2016,-0.878370031456006,1.3999999999999995,1.0166666666666666,1.0916666666666668,2024,2015,0.144519918119094,0.2999999999999998,-0.04999999999999982,0.125,2024,2022,0.012042140272070937,2.3000000000000007,1.716666666666665,1.341666666666665,2024,2015,-0.1659716980934277,6.699999999999996,6.233333333333334,5.758333333333333,2024,2018,False,False,False,Other EU country,other,False
PT,Portugal,-0.14043376423889853,1.2,3.4,1.3500000000000005,2022,2020,-0.22519204098481238,2.4000000000000004,0.2333333333333334,3.9083333333333328,2022,2014,0.29054173053049104,-8.6,-3.25,-4.05,2014,2025,0.785600570147428,-3.6000000000000014,-1.2166666666666686,-1.19166666666667,2014,2025,-2.587281544680679,20.1,8.100000000000001,12.699999999999996,2025,2014,-0.20180150196057492,0.43999999999999995,0.3266666666666669,0.3941666666666668,2024,2015,-0.3564273969485094,2.3000000000000003,1.1666666666666665,1.8416666666666672,2025,2017,0.737250070888385,6.8110000000000035,3.5948333333333373,5.229583333333341,2024,2014,-0.8652325324633413,-1.2999999999999998,-0.9333333333333336,-1.3833333333333337,2017,2024,1.2832717622644356,-42.8,7.783333333333317,-28.491666666666674,2020,2025,-0.6723890180784612,-0.20000000000000007,-0.1333333333333332,-0.08333333333333326,2014,2019,-0.5447642560113245,-3.4,1.5666666666666664,-0.5333333333333341,2014,2016,-0.8535899933200887,0.2,0.049999999999999996,0.17499999999999996,2022,2014,-0.21279374415154706,0.1,-0.016666666666666666,0.03333333333333334,2015,2014,-0.32634432639196065,0.09999999999999998,0.15000000000000002,0.09999999999999998,2021,2014,0.13810980366724845,0.5,1.2833333333333323,0.5333333333333332,2021,2016,-0.33051076926366857,-1.0,-0.08333333333333215,-0.45833333333333215,2014,2023,0.2090953447241403,-2.0,1.1666666666666679,-0.8083333333333336,2014,2023,-0.0018280694205990617,-9.300000000000004,3.06666666666667,-3.358333333333327,2014,2023,False,False,False,Other EU country,other,False
RO,Romania,0.16024070556314987,-3.3999999999999995,0.9666666666666668,-2.608333333333333,2017,2020,0.4168600584010244,5.4,2.5999999999999996,7.074999999999999,2022,2016,-0.27162790890405397,-2.5,-0.6499999999999995,-1.0749999999999984,2014,2019,0.8685233247951065,-7.699999999999999,-0.9666666666666757,-5.4416666666666735,2015,2025,-0.2269586777588222,9.0,5.183333333333323,5.933333333333323,2022,2014,-1.3507519357186244,0.08000000000000002,-0.00500000000000006,-5.551115123125783e-17,2023,2014,-1.4206508902619486,1.1,0.48333333333333295,0.7083333333333326,2022,2014,0.0861872567410175,0.5330000000000013,-0.3723333333333265,0.6389166666666704,2023,2021,-1.0382790389560095,-0.2999999999999998,-0.08333333333333393,-0.3583333333333334,2018,2023,-0.647935547857773,20.199999999999996,11.983333333333334,16.258333333333333,2025,2018,0.0327744837448754,0.9000000000000001,0.7999999999999998,0.34999999999999964,2020,2014,0.18552118282025076,0.2999999999999998,1.2999999999999998,1.8499999999999996,2022,2018,0.3044753388083443,0.30000000000000004,0.2833333333333334,1.0333333333333337,2022,2018,0.8741797057036519,0.0,0.016666666666666677,-0.008333333333333318,2014,2017,-0.08308766592187933,0.09999999999999998,-0.01666666666666672,0.05833333333333324,2015,2017,-1.1423178339465747,1.2000000000000002,1.1166666666666671,0.666666666666667,2020,2014,-1.5859490144895412,1.0,0.23333333333333384,0.5333333333333337,2024,2017,-1.0126345228786893,2.1999999999999993,2.099999999999998,1.7749999999999986,2020,2014,-0.945366969903573,7.699999999999996,6.56666666666667,7.016666666666666,2024,2017,False,False,False,Other EU country,other,False
SK,Slovakia,-0.07846269031023206,-1.9000000000000001,2.5166666666666666,-1.8583333333333336,2021,2020,0.20927930446425014,4.3,1.833333333333333,6.658333333333333,2022,2016,0.06524473762733367,-7.699999999999999,-2.283333333333334,-3.4333333333333336,2014,2024,-1.7956359463213332,-3.1000000000000014,-2.1499999999999986,-1.625,2014,2018,0.9993492151599281,2.299999999999997,1.2833333333333456,1.8333333333333286,2024,2014,-0.8444664600301178,0.10999999999999999,0.0050000000000000044,0.10499999999999998,2015,2016,-0.4987032650385414,1.6000000000000005,1.2166666666666668,1.3416666666666668,2024,2014,-0.6843866986882959,6.379,4.568833333333332,4.851083333333333,2024,2017,-0.31519185111164566,-1.2999999999999998,-0.4666666666666659,-1.166666666666666,2017,2024,-0.35754162638113424,8.0,9.233333333333334,7.708333333333336,2025,2019,-0.06401266356421005,-0.30000000000000004,0.1499999999999999,-0.02499999999999991,2014,2015,0.17081744915250086,-0.5999999999999996,1.0500000000000007,0.2500000000000009,2023,2019,0.7905768362449703,0.19999999999999996,0.1166666666666667,0.5916666666666668,2023,2021,-0.6786395083752037,0.0,0.0,0.0,2014,2014,0.10611195888818391,0.10000000000000009,-0.033333333333333326,0.04166666666666663,2015,2017,-0.22130848057522814,1.2000000000000002,0.8833333333333337,1.208333333333333,2022,2018,-0.4662338228016009,1.0,0.5499999999999998,0.8749999999999991,2024,2016,-0.2500386216491813,3.599999999999998,1.3499999999999979,2.924999999999999,2024,2018,-0.24058243839925908,5.600000000000001,3.6499999999999986,5.425000000000004,2023,2018,False,False,False,Other EU country,other,False
SI,Slovenia,0.05925080730902679,-1.6999999999999997,4.850000000000001,-1.5749999999999993,2021,2020,-0.12381539371336454,2.1,1.2333333333333334,4.483333333333333,2022,2015,-0.42182590417282545,-5.799999999999999,-2.133333333333333,-3.3083333333333327,2014,2023,-1.4745760501213472,-0.3999999999999986,-0.9000000000000021,-0.4250000000000007,2014,2021,0.754453153086735,2.0,3.0833333333333286,1.2833333333333456,2021,2014,0.4894369703816661,-0.22999999999999998,0.06000000000000005,0.047499999999999876,2014,2017,-0.2482977372000852,1.0,0.8833333333333333,0.558333333333334,2021,2014,-0.008289502357405184,2.5420000000000016,2.9471666666666643,2.964666666666666,2023,2018,-0.07416278849685777,-0.7999999999999998,-0.7666666666666657,-1.166666666666666,2017,2023,0.13573324476762758,-15.399999999999991,4.233333333333334,-7.666666666666671,2015,2025,-0.31289389950185814,0.4999999999999999,0.2666666666666667,0.3916666666666667,2024,2014,0.1904224273761673,0.0,3.0666666666666673,0.8166666666666664,2020,2017,-0.09584354143358302,-0.19999999999999996,-0.08333333333333337,-0.008333333333333415,2023,2019,-0.6786395083752037,0.0,0.0,0.0,2014,2014,-0.1371447015818974,-0.30000000000000004,-0.06666666666666676,0.033333333333333326,2015,2017,0.5256076413661689,1.5,1.6499999999999995,1.0999999999999988,2021,2014,0.6534813688863396,-0.5,0.16666666666666696,-0.08333333333333304,2014,2018,0.19136055632345392,-1.7999999999999972,1.2833333333333314,-0.4166666666666643,2014,2018,0.2862841739142263,-4.100000000000001,5.2166666666666615,0.21666666666666146,2020,2019,False,False,False,Other EU country,other,False
